Cliente_ID,Fecha,Producto,Rubro,Medio_Pago,Precio,Descuento,Edad,Género,Canal_Venta,Total
C01685,2024-02-06,Máscara de pestañas,Cuidado Facial,Débito,10568,0.05,29.0,M,Online,10039.6
C01686,2024-02-23,Crema hidratante,Uñas,Débito,9601,0.05,51.0,F,Tienda,9120.949999999999
C01687,2024-03-25,Sérum facial,Fragancia,Débito,4007,0.0,25.0,M,Tienda,4007.0
C01688,2024-01-14,Acondicionador vegano,Cuidado Capilar,Efectivo,9143,0.05,17.0,M,Tienda,8685.85
C01689,2024-04-04,Acondicionador vegano,Cuidado Facial,Débito,12144,0.0,37.0,F,Online,12144.0
C01690,2024-02-24,Tónico facial,Uñas,Tarjeta,7870,0.2,31.0,F,Online,6296.0
C01691,2024-02-17,Esmalte en gel,Uñas,Débito,6134,0.05,50.0,M,Online,5827.3
C01692,2024-03-22,Labial mate,Uñas,Tarjeta,5242,0.2,62.0,F,Online,4193.6
C01693,2024-01-07,Máscara de pestañas,Fragancia,Débito,6609,0.0,55.0,F,Tienda,6609.0
C01694,2024-03-14,Base líquida HD,Cuidado Facial,Transferencia,10871,0.0,63.0,M,Online,10871.0
C01695,2024-01-07,Máscara de pestañas,Uñas,Tarjeta,14336,0.05,26.0,F,Online,13619.199999999999
C01696,2024-02-02,Shampoo sin sulfato,Uñas,Débito,8778,0.15,58.0,F,Online,7461.3
C01697,2024-01-23,Máscara de pestañas,Cuidado Facial,Débito,10906,0.05,58.0,F,Online,10360.699999999999
C01698,2024-03-25,Esmalte en gel,Fragancia,Débito,2197,0.1,48.0,F,Tienda,1977.3
C01699,2024-01-19,Sérum facial,Uñas,Tarjeta,3337,0.05,49.0,M,Online,3170.1499999999996
C01700,2024-04-21,Esmalte en gel,Cuidado Capilar,Tarjeta,9086,0.0,67.0,F,Online,9086.0
C01701,2024-01-19,Tónico facial,Maquillaje,Débito,12408,0.1,48.0,M,Tienda,11167.2
C01702,2024-02-05,Sérum facial,Maquillaje,Transferencia,12148,0.1,34.0,M,Online,10933.2
C01703,2024-01-29,Eau de Parfum,Maquillaje,Tarjeta,4193,0.0,35.0,M,Tiena,4193.0
C01704,2024-02-29,Sérum facial,Fragancia,Tarjeta,9218,0.0,25.0,F,Online,9218.0
C01705,2024-03-22,Máscara de pestañas,Uñas,Transferencia,12329,0.05,34.0,M,Online,11712.55
C01706,2024-01-02,Máscara de pestañas,Maquillaje,Efectivo,6220,0.05,68.0,M,Online,5909.0
C01707,2024-01-01,Máscara de pestañas,Maquillaje,Transferencia,3973,0.1,58.0,F,Tienda,3575.7000000000003
C01708,2024-02-16,Eau de Parfum,Cuidado Facial,Débito,7531,0.0,27.0,M,Tienda,7531.0
C01709,2024-03-09,Tónico facial,Uñas,Tarjeta,4165,0.1,25.0,F,Tienda,3748.5
C01710,2024-01-20,Base líquida HD,Uñas,Tarjeta,2090,0.1,22.0,F,Online,1881.0
C01711,2024-01-11,Crema hidratante,Cuidado Facial,Tarjeta,9441,0.1,55.0,M,Online,8496.9
C01712,2024-04-15,Tónico facial,Uñas,Tarjeta,1141,0.05,26.0,F,Tienda,1083.95
C01713,2024-01-02,Máscara de pestañas,Cuidado Capilar,Efectivo,1266,0.15,65.0,M,Online,1076.1
C01714,2024-03-07,Tónico facial,Fragancia,Tarjeta,8719,0.1,31.0,F,Tienda,7847.1
C01715,2024-03-27,Shampoo sin sulfato,Cuidado Facial,Tarjeta,5310,0.15,48.0,M,Tienda,4513.5
C01716,2024-04-28,Acondicionador vegano,Maquillaje,Efectivo,9680,0.1,53.0,M,Online,8712.0
C01717,2024-01-12,Acondicionador vegano,Uñas,Débito,9687,0.0,32.0,F,Online,9687.0
C01718,2024-01-20,Crema hidratante,Cuidado Capilar,Débito,1479,0.0,69.0,M,Tienda,1479.0
C01719,2024-01-05,Crema hidratante,Cuidado Capilar,Efectivo,3690,0.0,60.0,M,Tienda,3690.0
C01720,2024-02-06,Base líquida HD,Fragancia,Débito,13288,0.0,40.0,F,Online,13288.0
C01721,2024-02-07,Shampoo sin sulfato,Cuidado Capilar,Débito,12272,0.1,57.0,F,Online,11044.800000000001
C01722,2024-04-03,Esmalte en gel,Uñas,Transferencia,6999,0.05,46.0,F,Tienda,6649.049999999999
C01723,2024-01-09,Tónico facial,Uñas,Transferencia,5936,0.05,57.0,M,Online,5639.2
C01724,2024-04-07,Sérum facial,Cuidado Capilar,Transferencia,3427,0.05,16.0,F,Tienda,3255.6499999999996
C01725,2024-02-22,Sérum facial,Uñas,Efectivo,10035,0.05,54.0,M,Online,9533.25
C01726,2024-02-13,Esmalte en gel,Uñas,Tarjeta,9064,0.0,35.0,F,Tienda,9064.0
C01727,2024-04-08,Acondicionador vegano,Maquillaje,Efectivo,4215,0.0,24.0,M,Online,4215.0
C01728,2024-04-25,Esmalte en gel,Cuidado Facial,Efectivo,6981,0.1,58.0,F,Online,6282.900000000001
C01729,2024-03-26,Tónico facial,Uñas,Efectivo,4911,0.0,67.0,M,Online,4911.0
C01730,2024-04-17,Shampoo sin sulfato,Uñas,Efectivo,5077,0.0,17.0,F,Online,5077.0
C01731,2024-01-24,Máscara de pestañas,Fragancia,Transferencia,3349,0.0,16.0,F,Online,3349.0
C01732,2024-03-21,Eau de Parfum,Cuidado Facial,Efectivo,1649,0.0,59.0,F,Tienda,1649.0
C01733,2024-03-14,Máscara de pestañas,Cuidado Facial,Transferencia,6536,0.0,54.0,F,Online,6536.0
C01734,2024-01-30,Eau de Parfum,Cuidado Facial,Tarjeta,11085,0.05,66.0,F,Online,10530.75
C01735,2024-04-29,Sérum facial,Cuidado Capilar,Débito,3856,0.0,20.0,F,Tienda,3856.0
C01736,2024-02-28,Crema hidratante,Maquillaje,Transferencia,12442,0.0,27.0,M,Online,12442.0
C01737,2024-04-19,Tónico facial,Maquillaje,Efectivo,14589,0.1,29.0,F,Tienda,13130.1
C01738,2024-03-27,Máscara de pestañas,Fragancia,Tarjeta,11578,0.0,54.0,F,Online,11578.0
C01739,2024-04-05,Esmalte en gel,Cuidado Facial,Efectivo,6578,0.05,47.0,F,Online,6249.099999999999
C01740,2024-03-21,Shampoo sin sulfato,Cuidado Facial,Tarjeta,2725,0.0,55.0,F,Tienda,2725.0
C01741,2024-04-23,Shampoo sin sulfato,Uñas,Débito,9116,0.2,61.0,M,Tienda,7292.8
C01742,2024-04-24,Acondicionador vegano,Cuidado Capilar,Tarjeta,2354,0.1,59.0,F,Online,2118.6
C01743,2024-03-21,Shampoo sin sulfato,Cuidado Capilar,Tarjeta,2293,0.0,24.0,M,Online,2293.0
C01744,2024-01-14,Shampoo sin sulfato,Fragancia,Débito,12238,0.0,57.0,M,Tienda,12238.0
C01745,2024-01-09,Crema hidratante,Maquillaje,Débito,4258,0.0,57.0,F,Tienda,4258.0
C01746,2024-02-09,Esmalte en gel,Cuidado Facial,Tarjeta,3713,0.1,48.0,M,Online,3341.7000000000003
C01747,2024-03-06,Sérum facial,Fragancia,Efectivo,14483,0.05,40.0,M,Online,13758.849999999999
C01748,2024-04-18,Shampoo sin sulfato,Cuidado Capilar,Transferencia,9595,0.0,69.0,F,Tienda,9595.0
C01749,2024-01-25,,Cuidado Capilar,Efectivo,14779,0.2,53.0,F,Tienda,11823.2
C01750,2024-04-12,Crema hidratante,Cuidado Capilar,Transferencia,13164,0.0,29.0,M,Online,13164.0
C01751,2024-03-13,Shampoo sin sulfato,Cuidado Facial,Débito,5032,0.05,24.0,M,Tienda,4780.4
C01752,2024-04-27,Tónico facial,Cuidado Facial,Efectivo,2546,0.15,42.0,M,Online,2164.1
C01753,2024-01-22,Acondicionador vegano,Cuidado Facial,Débito,3606,0.15,59.0,M,Online,3065.1
C01754,2024-04-16,Máscara de pestañas,Uñas,Tarjeta,3825,0.1,34.0,M,Tienda,3442.5
C01755,2024-04-19,Tónico facial,Maquillaje,Tarjeta,11044,0.15,40.0,F,Online,9387.4
C01756,2024-01-04,Labial mate,Cuidado Capilar,Efectivo,5206,0.2,67.0,F,Tienda,4164.8
C01757,2024-01-26,Base líquida HD,Cuidado Capilar,Débito,10004,0.2,47.0,F,Online,8003.200000000001
C01758,2024-02-27,Shampoo sin sulfato,Uñas,Efectivo,4374,0.0,37.0,M,Tienda,4374.0
C01759,2024-01-29,Sérum facial,Cuidado Capilar,Efectivo,10121,0.0,44.0,M,Tienda,10121.0
C01760,2024-04-18,Base líquida HD,Cuidado Capilar,Transferencia,14173,0.0,43.0,M,Tienda,14173.0
C01761,2024-04-07,Eau de Parfum,Cuidado Facial,Tarjeta,14196,0.15,59.0,M,Online,12066.6
C01762,2024-03-27,Shampoo sin sulfato,Cuidado Facial,Efectivo,13267,0.0,28.0,F,Tienda,13267.0
C01763,2024-02-06,Labial mate,Maquillaje,Tarjeta,8640,0.0,43.0,F,Online,8640.0
C01764,2024-03-15,Crema hidratante,Cuidado Capilar,Transferencia,7934,0.0,18.0,M,Online,7934.0
C01765,2024-03-10,Acondicionador vegano,Fragancia,Débito,7078,0.05,45.0,F,Online,6724.099999999999
C01766,2024-01-18,Labial mate,Cuidado Capilar,Efectivo,4323,0.1,26.0,F,Tienda,3890.7000000000003
C01767,2024-03-25,Sérum facial,Cuidado Capilar,Tarjeta,9366,0.0,17.0,M,Online,9366.0
C01768,2024-02-11,Crema hidratante,Maquillaje,Efectivo,8105,0.1,65.0,M,Online,7294.5
C01769,2024-04-09,Máscara de pestañas,Fragancia,Débito,2363,0.0,65.0,M,Online,2363.0
C01770,2024-02-10,Crema hidratante,Cuidado Capilar,Efectivo,12087,0.0,24.0,F,Online,12087.0
C01771,2024-02-07,Shampoo sin sulfato,Fragancia,Efectivo,10229,,48.0,F,Online,8183.200000000001
C01772,2024-02-03,Base líquida HD,Cuidado Facial,Tarjeta,8489,0.05,41.0,M,Tienda,8064.549999999999
C01773,2024-01-17,Base líquida HD,Cuidado Facial,Débito,8951,0.0,31.0,F,Tienda,8951.0
C01774,2024-02-06,Sérum facial,Fragancia,Transferencia,4011,0.2,40.0,M,Online,3208.8
C01775,2024-01-25,Crema hidratante,Cuidado Capilar,Débito,3090,0.0,16.0,F,Tienda,3090.0
C01776,2024-04-11,Labial mate,Fragancia,Débito,9652,0.1,36.0,F,Tienda,8686.800000000001
C01777,2024-03-16,Sérum facial,Fragancia,Transferencia,11944,0.1,35.0,F,Online,10749.6
C01778,2024-03-27,Acondicionador vegano,Cuidado Facial,Efectivo,1148,0.05,20.0,M,Tienda,1090.6
C01779,2024-04-26,,Fragancia,Tarjeta,5433,0.05,32.0,M,Tienda,5161.349999999999
C01780,2024-04-15,Sérum facial,Uñas,Efectivo,6098,0.0,55.0,M,Tienda,6098.0
C01781,2024-03-26,Máscara de pestañas,Uñas,Efectivo,2133,0.05,53.0,F,Tienda,2026.35
C01782,2024-03-25,Tónico facial,Cuidado Facial,Transferencia,1353,0.0,16.0,M,Online,1353.0
C01783,2024-01-27,Shampoo sin sulfato,Cuidado Capilar,Transferencia,10299,0.05,28.0,F,Tienda,9784.05
C01784,2024-02-26,Máscara de pestañas,Cuidado Capilar,Efectivo,11794,0.1,33.0,F,Tienda,10614.6
C01785,2024-01-31,Base líquida HD,Cuidado Facial,Débito,3113,0.1,19.0,M,Online,2801.7000000000003
C01786,2024-01-06,Base líquida HD,Cuidado Capilar,Tarjeta,8555,0.1,62.0,F,Tienda,7699.5
C01787,2024-03-31,Eau de Parfum,Maquillaje,Débito,13286,0.0,29.0,F,Online,13286.0
C01788,2024-02-09,Eau de Parfum,Uñas,Efectivo,7010,0.0,63.0,F,Tienda,7010.0
C01789,2024-04-07,Labial mate,Maquillaje,Efectivo,4685,0.0,20.0,F,Tienda,4685.0
C01790,2024-01-12,Base líquida HD,Maquillaje,Tarjeta,4206,0.2,48.0,F,Tienda,3364.8
C01791,2024-04-18,Tónico facial,Maquillaje,Débito,2109,0.15,41.0,M,Tienda,1792.6499999999999
C01792,2024-04-30,Máscara de pestañas,Cuidado Facial,Efectivo,13371,0.2,19.0,M,Online,10696.800000000001
C01793,2024-02-22,Acondicionador vegano,Maquillaje,Efectivo,11169,0.0,45.0,M,Online,11169.0
C01794,2024-03-11,Tónico facial,Fragancia,Transferencia,9418,0.05,32.0,F,Tienda,8947.1
C01795,2024-01-10,Eau de Parfum,Cuidado Capilar,Tarjeta,12131,0.05,43.0,M,Online,11524.449999999999
C01796,2024-02-14,Crema hidratante,Cuidado Facial,Transferencia,10204,0.05,21.0,F,Online,9693.8
C01797,2024-01-17,Tónico facial,Fragancia,Transferencia,13307,0.1,42.0,F,Tienda,11976.300000000001
C01798,2024-01-26,Tónico facial,Fragancia,Transferencia,4106,0.0,51.0,F,Online,4106.0
C01799,2024-03-25,Tónico facial,Uñas,Efectivo,4936,0.1,22.0,F,Online,4442.400000000001
C01800,2024-04-01,Tónico facial,Uñas,Débito,11994,0.1,16.0,M,Online,10794.6
C01801,2024-03-02,Tónico facial,Fragancia,Transferencia,10658,0.0,25.0,F,Tienda,10658.0
C01802,2024-02-15,Eau de Parfum,Uñas,Débito,12180,0.2,28.0,M,Tienda,9744.0
C01803,2024-03-04,Base líquida HD,Cuidado Capilar,Efectivo,9461,0.05,56.0,M,Tienda,8987.949999999999
C01804,2024-01-02,Sérum facial,Cuidado Capilar,Transferencia,4806,0.1,47.0,M,Tienda,4325.400000000001
C01805,2024-02-23,Tónico facial,Uñas,Efectivo,7549,0.1,29.0,M,Tienda,6794.1
C01806,2024-04-16,Tónico facial,Maquillaje,Transferencia,10723,0.05,48.0,F,Tiena,10186.85
C01807,2024-03-05,Shampoo sin sulfato,Fragancia,Transferencia,9495,0.0,45.0,F,Tienda,9495.0
C01808,2024-02-20,Base líquida HD,Cuidado Capilar,Efectivo,14596,0.1,24.0,F,Tienda,13136.4
C01809,2024-02-22,Sérum facial,Uñas,Tarjeta,14097,0.0,21.0,F,Online,14097.0
C01810,2024-02-05,Acondicionador vegano,Uñas,Tarjeta,6148,0.2,25.0,M,Online,4918.400000000001
C01811,2024-04-24,,Cuidado Capilar,Débito,2932,0.0,26.0,F,Tienda,2932.0
C01812,2024-01-26,Crema hidratante,Cuidado Capilar,Débito,3040,0.0,54.0,F,Tienda,3040.0
C01813,2024-01-29,Esmalte en gel,Maquillaje,Efectivo,8934,0.2,35.0,F,Tienda,7147.200000000001
C01814,2024-01-21,Máscara de pestañas,Uñas,Efectivo,14196,0.0,40.0,F,Online,14196.0
C01815,2024-01-11,Shampoo sin sulfato,Uñas,Efectivo,13213,0.0,69.0,M,Tienda,13213.0
C01816,2024-02-09,Base líquida HD,Cuidado Facial,Tarjeta,9333,0.15,27.0,F,Online,7933.05
C01817,2024-01-11,Base líquida HD,Maquillaje,Tarjeta,7789,0.0,37.0,F,Tienda,7789.0
C01818,2024-02-05,Esmalte en gel,Cuidado Capilar,Transferencia,6775,0.0,27.0,M,Tienda,6775.0
C01819,2024-04-22,Crema hidratante,Cuidado Capilar,Transferencia,10000,0.0,29.0,F,Online,10000.0
C01820,2024-02-28,Labial mate,Fragancia,Efectivo,1947,0.15,57.0,F,Online,1654.95
C01821,2024-02-08,Eau de Parfum,Cuidado Capilar,Efectivo,13143,0.0,63.0,F,Online,13143.0
C01822,2024-04-13,Crema hidratante,Uñas,Débito,12604,0.1,69.0,F,Online,11343.6
C01823,2024-04-08,Sérum facial,Cuidado Capilar,Tarjeta,11484,0.0,51.0,M,Tienda,11484.0
C01824,2024-02-23,Crema hidratante,Uñas,Efectivo,1765,0.0,29.0,M,Online,1765.0
C01825,2024-04-07,Esmalte en gel,Uñas,Tarjeta,12115,0.0,17.0,F,Tienda,12115.0
C01826,2024-02-24,Esmalte en gel,Maquillaje,Efectivo,8172,0.2,17.0,F,Tienda,6537.6
C01827,2024-04-20,Máscara de pestañas,Cuidado Capilar,Transferencia,6015,0.05,58.0,M,Online,5714.25
C01828,2024-01-24,Shampoo sin sulfato,Maquillaje,Efectivo,10130,0.0,58.0,F,Tienda,10130.0
C01829,2024-04-27,Tónico facial,Uñas,Transferencia,3496,0.0,21.0,F,Tienda,3496.0
C01830,2024-01-22,Acondicionador vegano,Cuidado Capilar,Débito,4562,0.05,40.0,F,Tienda,4333.9
C01831,2024-03-09,Esmalte en gel,Cuidado Capilar,Débito,2262,0.05,18.0,M,Online,2148.9
C01832,2024-02-25,Máscara de pestañas,Maquillaje,Débito,7393,0.0,38.0,M,Online,7393.0
C01833,2024-02-02,Eau de Parfum,Maquillaje,Efectivo,6050,0.0,24.0,M,Online,6050.0
C01834,2024-02-05,Acondicionador vegano,Uñas,Débito,6410,0.1,46.0,M,Tienda,5769.0
C01835,2024-04-20,Labial mate,Uñas,Efectivo,1542,0.05,43.0,M,Tienda,1464.8999999999999
C01836,2024-01-20,Base líquida HD,Cuidado Capilar,Tarjeta,11871,0.0,40.0,M,Online,11871.0
C01837,2024-03-23,Eau de Parfum,Cuidado Capilar,Transferencia,14390,0.0,50.0,F,Online,14390.0
C01838,2024-04-08,Labial mate,Cuidado Facial,Tarjeta,12146,0.05,16.0,F,Online,11538.699999999999
C01839,2024-04-25,Acondicionador vegano,Cuidado Facial,Efectivo,7664,0.0,17.0,M,Online,7664.0
C01840,2024-04-16,Eau de Parfum,Fragancia,Débito,8723,0.0,30.0,M,Tienda,8723.0
C01841,2024-03-21,Máscara de pestañas,Uñas,Transferencia,12123,0.1,58.0,F,Tienda,10910.7
C01842,2024-03-02,Labial mate,Fragancia,Débito,3781,0.05,55.0,M,Tienda,3591.95
C01843,2024-04-18,Base líquida HD,Fragancia,Tarjeta,13431,0.05,31.0,M,Tienda,12759.449999999999
C01844,2024-04-16,Tónico facial,Maquillaje,Efectivo,12183,0.05,38.0,M,Online,11573.85
C01845,2024-04-07,Máscara de pestañas,Maquillaje,Transferencia,3612,0.1,64.0,F,Online,3250.8
C01846,2024-03-13,Sérum facial,Cuidado Facial,Transferencia,12840,0.0,50.0,M,Tienda,12840.0
C01847,2024-01-26,Base líquida HD,Fragancia,Efectivo,2199,0.0,23.0,F,Online,2199.0
C01848,2024-03-06,Shampoo sin sulfato,Cuidado Facial,Efectivo,11309,0.0,22.0,F,Tienda,11309.0
C01849,2024-04-26,Crema hidratante,Uñas,Transferencia,11872,,36.0,F,Online,9497.6
C01850,2024-03-13,Shampoo sin sulfato,Cuidado Capilar,Tarjeta,8032,0.05,50.0,F,Online,7630.4
C01851,2024-03-13,Esmalte en gel,Maquillaje,Tarjeta,12040,0.0,54.0,F,Tienda,12040.0
C01852,2024-02-09,Tónico facial,Uñas,Débito,7323,0.0,52.0,F,Tienda,7323.0
C01853,2024-01-17,Sérum facial,Uñas,Transferencia,5688,0.1,48.0,M,Tienda,5119.2
C01854,2024-01-01,Sérum facial,Maquillaje,Efectivo,13854,0.0,52.0,M,Tienda,13854.0
C01855,2024-03-29,Crema hidratante,Maquillaje,Efectivo,5786,0.1,50.0,F,Tienda,5207.400000000001
C01856,2024-03-01,Labial mate,Fragancia,Efectivo,4681,0.2,33.0,M,Online,3744.8
C01857,2024-02-12,Crema hidratante,Cuidado Facial,Efectivo,6229,0.0,34.0,M,Online,6229.0
C01858,2024-04-13,Esmalte en gel,Uñas,Transferencia,4495,0.0,25.0,M,Online,4495.0
C01859,2024-02-11,Shampoo sin sulfato,Fragancia,Tarjeta,9856,0.0,19.0,M,Tienda,9856.0
C01860,2024-01-25,Sérum facial,Fragancia,Débito,7078,0.0,45.0,M,Tienda,7078.0
C01861,2024-02-08,Shampoo sin sulfato,Uñas,Tarjeta,13693,0.1,60.0,M,Tienda,12323.7
C01862,2024-02-04,Base líquida HD,Uñas,Débito,14273,0.0,48.0,M,Online,14273.0
C01863,2024-01-03,Tónico facial,Cuidado Capilar,Efectivo,4162,0.05,19.0,F,Online,3953.8999999999996
C01864,2024-04-23,Eau de Parfum,Cuidado Facial,Efectivo,12557,0.05,24.0,M,Online,11929.15
C01865,2024-04-10,Esmalte en gel,Uñas,Transferencia,2416,0.2,32.0,M,Online,1932.8000000000002
C01866,2024-04-17,Eau de Parfum,Maquillaje,Efectivo,4108,0.05,58.0,F,Online,3902.6
C01867,2024-02-13,Esmalte en gel,Cuidado Capilar,Transferencia,9708,0.0,54.0,F,Tienda,9708.0
C01868,2024-02-20,Acondicionador vegano,Cuidado Facial,Transferencia,10041,0.0,39.0,F,Online,10041.0
C01869,2024-04-03,Tónico facial,Maquillaje,Transferencia,8829,0.1,54.0,M,Tienda,7946.1
C01870,2024-04-11,Base líquida HD,Maquillaje,Efectivo,11093,0.0,28.0,F,Tienda,11093.0
C01871,2024-04-07,Tónico facial,Cuidado Facial,Efectivo,1907,0.0,41.0,F,Online,1907.0
C01872,2024-01-12,Labial mate,Cuidado Capilar,Tarjeta,9507,0.2,34.0,F,Online,7605.6
C01873,2024-01-19,Esmalte en gel,Maquillaje,Débito,12435,0.0,,F,Online,12435.0
C01874,2024-04-10,Eau de Parfum,Fragancia,Tarjeta,8573,0.0,65.0,M,Online,8573.0
C01875,2024-02-13,Esmalte en gel,Cuidado Facial,Efectivo,14573,0.15,45.0,M,Tienda,12387.05
C01876,2024-02-28,Labial mate,Cuidado Facial,Débito,10699,0.0,41.0,M,Tienda,10699.0
C01877,2024-02-18,Esmalte en gel,Uñas,Transferencia,13314,0.0,28.0,F,Tienda,13314.0
C01878,2024-03-01,Tónico facial,Cuidado Capilar,Débito,10710,0.0,64.0,M,Online,10710.0
C01879,2024-01-17,Máscara de pestañas,Fragancia,Transferencia,13342,0.1,33.0,M,Tienda,12007.800000000001
C01880,2024-03-14,Esmalte en gel,Fragancia,Efectivo,2934,0.2,36.0,M,Tienda,2347.2000000000003
C01881,2024-02-26,Acondicionador vegano,Uñas,Débito,6951,0.05,67.0,M,Tienda,6603.45
C01882,2024-02-24,Acondicionador vegano,Maquillaje,Transferencia,5344,0.0,49.0,M,Tienda,5344.0
C01883,2024-04-22,Sérum facial,Maquillaje,Tarjeta,8426,0.0,66.0,M,Tienda,8426.0
C01884,2024-02-16,Acondicionador vegano,Fragancia,Tarjeta,10993,0.05,62.0,M,Tienda,10443.35
C01885,2024-01-12,Esmalte en gel,Cuidado Capilar,Transferencia,7334,0.1,24.0,F,Tienda,6600.6
C01886,2024-03-02,Esmalte en gel,Maquillaje,Tarjeta,3622,0.1,45.0,F,Tienda,3259.8
C01887,2024-03-20,Máscara de pestañas,Cuidado Facial,Tarjeta,10048,0.05,44.0,M,Online,9545.6
C01888,2024-03-28,Acondicionador vegano,Uñas,Débito,6565,0.2,,M,Tienda,5252.0
C01889,2024-03-23,Shampoo sin sulfato,Cuidado Capilar,Tarjeta,11068,0.0,61.0,F,Online,11068.0
C01890,2024-01-08,Esmalte en gel,Maquillaje,Débito,2525,0.0,34.0,M,Online,2525.0
C01891,2024-04-04,Base líquida HD,Fragancia,Efectivo,2416,0.15,23.0,M,Tienda,2053.6
C01892,2024-01-21,Base líquida HD,Uñas,Tarjeta,12671,,59.0,M,Tienda,12671.0
C01893,2024-03-21,Eau de Parfum,Maquillaje,Efectivo,13063,0.0,32.0,F,Tienda,13063.0
C01894,2024-03-27,Máscara de pestañas,Fragancia,Tarjeta,2794,0.05,27.0,F,Online,2654.2999999999997
C01895,2024-04-10,Labial mate,Maquillaje,Transferencia,12257,0.0,30.0,F,Tienda,12257.0
C01896,2024-04-27,Shampoo sin sulfato,Uñas,Transferencia,3720,0.0,20.0,M,Tienda,3720.0
C01897,2024-03-20,Esmalte en gel,Cuidado Facial,Efectivo,7826,0.2,49.0,F,Online,6260.8
C01898,2024-03-10,Tónico facial,Cuidado Facial,Efectivo,13396,0.0,67.0,M,Tienda,13396.0
C01899,2024-03-12,Crema hidratante,Fragancia,Efectivo,7795,0.05,65.0,F,Tienda,7405.25
C01900,2024-01-25,Crema hidratante,Cuidado Facial,Transferencia,4676,0.0,18.0,F,Online,4676.0
C01901,2024-03-22,Labial mate,Uñas,Efectivo,6076,,20.0,F,Online,5164.599999999999
C01902,2024-03-29,Sérum facial,Fragancia,Transferencia,7369,0.0,49.0,F,Tienda,7369.0
C01903,2024-01-12,Tónico facial,Maquillaje,Efectivo,9544,0.1,24.0,F,Tienda,8589.6
C01904,2024-01-15,Crema hidratante,Cuidado Capilar,Débito,12423,0.0,39.0,M,Tienda,12423.0
C01905,2024-02-28,Labial mate,Maquillaje,Débito,10619,0.05,20.0,M,Online,10088.05
C01906,2024-01-26,Crema hidratante,Uñas,Tarjeta,6826,0.1,42.0,M,Online,6143.400000000001
C01907,2024-04-14,Máscara de pestañas,Fragancia,Débito,3192,0.0,64.0,M,Online,3192.0
C01908,2024-04-18,Eau de Parfum,Maquillaje,Efectivo,10969,0.0,68.0,M,Tienda,10969.0
C01909,2024-01-26,Sérum facial,Fragancia,Débito,4536,0.1,35.0,F,Online,4082.4
C01910,2024-02-16,Máscara de pestañas,Cuidado Facial,Débito,8299,0.0,62.0,F,Tienda,8299.0
C01911,2024-02-01,Tónico facial,Cuidado Capilar,Efectivo,10308,0.2,60.0,M,Online,8246.4
C01912,2024-01-10,Labial mate,Uñas,Débito,3320,0.0,56.0,M,Tienda,3320.0
C01913,2024-01-16,Shampoo sin sulfato,Maquillaje,Efectivo,8871,0.1,17.0,M,Tiena,7983.900000000001
C01914,2024-03-11,Tónico facial,Cuidado Capilar,Débito,1533,0.15,38.0,M,Tienda,1303.05
C01915,2024-01-17,Tónico facial,Uñas,Efectivo,10409,0.0,49.0,F,Online,10409.0
C01916,2024-01-23,Acondicionador vegano,Uñas,Transferencia,12180,0.0,44.0,F,Tienda,12180.0
C01917,2024-01-26,Shampoo sin sulfato,Cuidado Facial,Transferencia,11420,0.0,58.0,M,Online,11420.0
C01918,2024-03-25,Base líquida HD,Fragancia,Tarjeta,6351,0.2,50.0,M,Tienda,5080.8
C01919,2024-03-26,Acondicionador vegano,Fragancia,Débito,2979,0.1,45.0,F,Online,2681.1
C01920,2024-01-07,Labial mate,Cuidado Capilar,Tarjeta,3076,,18.0,F,Online,2922.2
C01921,2024-01-14,Base líquida HD,Cuidado Facial,Efectivo,9723,0.0,25.0,M,Tienda,9723.0
C01922,2024-03-19,Crema hidratante,Uñas,Transferencia,12268,0.0,49.0,F,Tienda,12268.0
C01923,2024-04-26,Crema hidratante,Cuidado Facial,Efectivo,11136,0.1,16.0,M,Online,10022.4
C01924,2024-01-07,Tónico facial,Cuidado Facial,Tarjeta,5235,0.2,21.0,F,Online,4188.0
C01925,2024-01-09,Acondicionador vegano,Cuidado Capilar,Efectivo,12291,0.0,21.0,M,Tienda,12291.0
C01926,2024-04-24,Esmalte en gel,Fragancia,Efectivo,7241,0.1,58.0,F,Online,6516.900000000001
C01927,2024-02-17,Shampoo sin sulfato,Cuidado Facial,Efectivo,13549,0.0,31.0,M,Online,13549.0
C01928,2024-03-12,Base líquida HD,Cuidado Facial,Efectivo,13021,0.1,16.0,F,Tienda,11718.9
C01929,2024-04-23,Shampoo sin sulfato,Cuidado Facial,Transferencia,5114,0.0,20.0,M,Online,5114.0
C01930,2024-02-28,Acondicionador vegano,Maquillaje,Efectivo,3584,0.1,40.0,F,Tienda,3225.6
C01931,2024-03-27,Tónico facial,Cuidado Facial,Efectivo,10740,0.2,42.0,F,Tienda,8592.0
C01932,2024-04-02,Máscara de pestañas,Cuidado Facial,Transferencia,2488,0.1,57.0,M,Tienda,2239.2000000000003
C01933,2024-03-22,Crema hidratante,Uñas,Efectivo,4659,0.2,68.0,M,Online,3727.2000000000003
C01934,2024-04-04,Base líquida HD,Maquillaje,Efectivo,7402,0.0,53.0,M,Online,7402.0
C01935,2024-04-03,Base líquida HD,Cuidado Facial,Tarjeta,14319,0.2,58.0,F,Online,11455.2
C01936,2024-04-25,Labial mate,Cuidado Facial,Transferencia,9047,0.15,41.0,F,Online,7689.95
